	Dynamic_model_log_likelihood	Constant_model_log_likelihood	log_likelihood_ratio	p_value	q_value
TMEM246-AS1	-383.24298159415	-349.71077514696344	-33.53220644718658	1.0	1.0
SLC44A1	-43439.70934927588	-45605.10672596735	2165.3973766914714	0.0	0.0
ZNF462	-10188.02948074339	-10444.46345695929	256.43397621590157	0.0	0.0
KLF4	-10583.935216053944	-9500.337925461854	-1083.5972905920898	1.0	1.0
SVEP1	-1202.171166629377	-1113.8939963125658	-88.27717031681118	1.0	1.0
LPAR1	-50820.12744186642	-48817.32888684653	-2002.7985550198864	1.0	1.0
KIAA1958	-5919.37920766425	-5725.0636361277875	-194.3155715364628	1.0	1.0
SLC31A2	-11697.961324524738	-12625.730050425438	927.7687259006998	0.0	0.0
ALAD	-21083.718728164353	-21537.564423665423	453.8456955010697	0.0	0.0
WHRN	-5521.48483844263	-5698.923567911792	177.43872946916235	0.0	0.0
TNC	-7757.802778482063	-6653.9591697396145	-1103.8436087424489	1.0	1.0
AL160272.1	-3712.0386824623756	-3305.344151410856	-406.6945310515198	1.0	1.0
CDK5RAP2	-20454.985586828847	-20919.28881583707	464.30322900822284	0.0	0.0
GSN	-45554.602571693526	-50552.246512530604	4997.643940837079	0.0	0.0
CRB2	-7924.386870752285	-8085.650937713843	161.26406696155755	0.0	0.0
AL162391.1	-694.6955855138741	-644.6438311111839	-50.05175440269022	1.0	1.0
MVB12B	-18054.121478344587	-17915.297984930035	-138.8234934145512	1.0	1.0
RPL12	-67112.31083790495	-67711.49842969708	599.1875917921279	0.0	0.0
TTC16	-543.8706227077441	-510.19741355978414	-33.673209147959994	1.0	1.0
AL359091.1	-16873.364888586282	-16611.15511832482	-262.20977026146284	1.0	1.0
CERCAM	-31978.14162797679	-34150.69203278867	2172.5504048118783	0.0	0.0
FNBP1	-31352.435982993524	-32675.787117908574	1323.3511349150504	0.0	0.0
AL136141.1	-685.4090829701653	-640.220137181857	-45.188945788308274	1.0	1.0
FIBCD1	-2373.037045720897	-2191.333117532075	-181.70392818882192	1.0	1.0
AIF1L	-28692.81609606508	-31583.77430801986	2890.9582119547813	0.0	0.0
ABCA2	-53539.069801210084	-55628.1205094929	2089.050708282819	0.0	0.0
C9orf139	-530.3187146905321	-499.12426771170027	-31.194446978831877	1.0	1.0
ENTPD2	-8295.02370051849	-7115.605999629833	-1179.4177008886572	1.0	1.0
SAPCD2	-5738.632042586886	-5036.321430289681	-702.3106122972049	1.0	1.0
MAN1B1-DT	-2358.8495435824925	-1918.832592672588	-440.0169509099046	1.0	1.0
TOR4A	-1022.0532227759039	-957.675257355609	-64.37796542029491	1.0	1.0
AL358216.1	-3608.793889762875	-3041.352553645045	-567.4413361178299	1.0	1.0
PRR26	-561.6844293579162	-485.46143953904226	-76.22298981887394	1.0	1.0
ADARB2	-15372.73274582309	-15540.778267329964	168.04552150687414	0.0	0.0
ADARB2-AS1	-3627.442295708873	-3252.81754741648	-374.6247482923932	1.0	1.0
KLF6	-22937.84722690812	-23513.781811275097	575.9345843669762	0.0	0.0
CALML3	-159.81734834305627	-205.72843777345184	45.91108943039558	0.0	0.0
ITIH5	-12945.619385687547	-12083.815630540805	-861.8037551467423	1.0	1.0
FAM107B	-30119.377952082912	-33556.49549950783	3437.1175474249176	0.0	0.0
TRDMT1	-3472.9012985734876	-2945.5042974624484	-527.3970011110391	1.0	1.0
VIM	-57789.03507652163	-58899.22177045311	1110.1866939314787	0.0	0.0
PLXDC2	-11636.191207939528	-11052.87959047379	-583.3116174657371	1.0	1.0
PIP4K2A	-55038.86842847019	-46928.36949017883	-8110.498938291355	1.0	1.0
ARMC3	-1453.4357907300227	-1300.5927527191384	-152.84303801088436	1.0	1.0
OTUD1	-9326.419086288166	-7820.317462559975	-1506.101623728191	1.0	1.0
ENKUR	-9305.29367162154	-7867.673072420781	-1437.62059920076	1.0	1.0
LINC00836	-1168.403642359987	-1082.938372162684	-85.4652701973032	1.0	1.0
GAD2	-25750.61565724962	-27665.83287885417	1915.217221604551	0.0	0.0
APBB1IP	-3291.6664415910163	-2938.673288586061	-352.9931530049553	1.0	1.0
ARMC4	-1271.9474241268535	-1163.0821311459233	-108.86529298093023	1.0	1.0
KIF5B	-98062.19087791479	-89314.68770433575	-8747.50317357904	1.0	1.0
CCDC7	-29299.86965093793	-29725.500941776292	425.6312908383625	0.0	0.0
PARD3	-6660.9072836785435	-6769.497275408799	108.58999173025586	0.0	0.0
FZD8	-5588.541848497803	-4899.098726786026	-689.4431217117763	1.0	1.0
CSGALNACT2	-9444.177981033428	-8828.71734224786	-615.4606387855674	1.0	1.0
ALOX5	-402.6498449366055	-366.95624471604066	-35.69360022056486	1.0	1.0
GDF10	-4024.8860900627465	-3589.5481491031546	-435.33794095959183	1.0	1.0
TMEM273	-3298.9168626728397	-2984.584024048929	-314.33283862391045	1.0	1.0
TIMM23B-AGAP6	-401.0331583266797	-347.0359183693764	-53.99723995730329	1.0	1.0
AL731537.1	-213.86701685688078	-188.91188809942682	-24.955128757453963	1.0	1.0
LINC00844	-47062.441861381565	-40840.190231456276	-6222.251629925289	1.0	1.0
SLC16A9	-9475.57857833739	-9038.4276716327	-437.15090670469	1.0	1.0
REEP3	-17193.54886498784	-18162.840138260904	969.2912732730656	0.0	0.0
AC013287.1	-235.33177042086317	-229.49720071320175	-5.834569707661416	1.0	1.0
LINC01515	-865.0479093296467	-782.8091165722285	-82.2387927574182	1.0	1.0
CTNNA3	-14966.288789783717	-16526.818612411065	1560.529822627348	0.0	0.0
AL133551.1	-212.08519241370837	-187.1716198827955	-24.91357253091286	1.0	1.0
DDX21	-19105.43719752226	-19019.663270037392	-85.77392748486818	1.0	1.0
SRGN	-16777.00599782735	-17049.147844698855	272.14184687150555	0.0	0.0
TSPAN15	-12192.244801220048	-10231.163644828568	-1961.0811563914795	1.0	1.0
AL450311.1	-985.6729795607188	-923.4100660086734	-62.26291355204535	1.0	1.0
PALD1	-3842.093609665604	-3387.0588295568205	-455.0347801087837	1.0	1.0
C10orf105	-2411.2023161698135	-2512.4445237528475	101.24220758303409	0.0	0.0
DDIT4	-19584.040051499614	-19773.142268795567	189.10221729595287	0.0	0.0
NUDT13	-722.3296238558771	-640.369654300908	-81.95996955496912	1.0	1.0
CFAP70	-3298.913347100758	-3343.705505835913	44.79215873515477	0.0	0.0
USP54	-13970.074387051685	-14661.077186028479	691.0027989767932	0.0	0.0
MYOZ1	-1300.2138447754824	-1145.295805615254	-154.91803916022832	1.0	1.0
ZCCHC24	-38786.73560304655	-34913.18061170214	-3873.554991344412	1.0	1.0
TMEM254-AS1	-2195.3393470411424	-1896.3206379323935	-299.0187091087489	1.0	1.0
RGR	-2901.205290940174	-2618.0062651032254	-283.19902583694875	1.0	1.0
LDB3	-13831.89359408946	-14569.435274161979	737.5416800725179	0.0	0.0
ADIRF	-32013.6911899183	-32493.824695242245	480.1335053239454	0.0	0.0
ACTA2	-3892.805856974711	-3485.310835883072	-407.49502109163905	1.0	1.0
CH25H	-4595.866987690359	-4114.990741516653	-480.876246173706	1.0	1.0
LIPA	-13844.678629164959	-14976.181540054802	1131.5029108898434	0.0	0.0
IFIT2	-5656.677729392627	-5827.368421425439	170.69069203281197	0.0	0.0
AL157400.3	-384.1381549092401	-347.70804795948834	-36.430106949751746	1.0	1.0
PPP1R3C	-17351.47064704589	-17567.654922605096	216.18427555920425	0.0	0.0
FGFBP3	-4514.528755653549	-4305.946663502769	-208.58209215077932	1.0	1.0
FRA10AC1	-31341.559695534033	-31261.69639270066	-79.86330283337156	1.0	1.0
TBC1D12	-14821.315877634783	-15236.333852133335	415.0179744985526	0.0	0.0
AL157834.1	-405.5647620564462	-369.80135068900245	-35.76341136744378	1.0	1.0
ZNF518A	-15517.755886759596	-15900.086413283709	382.33052652411243	0.0	0.0
OPALIN	-40758.77800714808	-42415.25531967956	1656.4773125314823	0.0	0.0
PIK3AP1	-1227.4063528446752	-1051.2665056053943	-176.13984723928093	1.0	1.0
ARHGAP19	-4407.285591167615	-3795.8618655134565	-611.4237256541587	1.0	1.0
HOGA1	-1903.8880423879427	-1628.49397904467	-275.3940633432728	1.0	1.0
CUTC	-5867.01996873907	-5212.254983180808	-654.7649855582613	1.0	1.0
SCD	-114365.81406362586	-106544.44714039237	-7821.366923233494	1.0	1.0
OLMALINC	-29086.452376523677	-30543.04963855872	1456.597262035044	0.0	0.0
SLF2	-23803.492852652464	-24321.360499211212	517.8676465587487	0.0	0.0
CFAP43	-3724.475570205021	-3416.093126934175	-308.3824432708461	1.0	1.0
ADD3	-80956.33830392102	-81256.76688653516	300.4285826141422	0.0	0.0
SMC3	-29853.639337184166	-30194.34387192151	340.7045347373423	0.0	0.0
AC005383.1	-381.05763269973426	-345.8178610962993	-35.239771603434974	1.0	1.0
AL137025.1	-2026.6351646061994	-1769.958690125535	-256.6764744806644	1.0	1.0
SHTN1	-78795.46068727488	-86242.98233611733	7447.5216488424485	0.0	0.0
EMX2	-19423.269786197736	-19758.766316412162	335.49653021442646	0.0	0.0
CASC2	-4029.964403912241	-3442.324495960211	-587.6399079520297	1.0	1.0
NANOS1	-2716.8157042013704	-2438.021707358902	-278.79399684246846	1.0	1.0
RGS10	-4436.825903553395	-3779.4272792890033	-657.3986242643914	1.0	1.0
AC023282.1	-392.720364795876	-344.2093319971109	-48.511032798765086	1.0	1.0
FGFR2	-30613.51207853491	-32025.694448368013	1412.1823698331027	0.0	0.0
BTBD16	-2028.862710748817	-1746.332070031494	-282.5306407173232	1.0	1.0
LHPP	-40028.483640663646	-41253.18696572755	1224.703325063907	0.0	0.0
DOCK1	-17543.520396861604	-17776.23249770012	232.71210083851474	0.0	0.0
CLRN3	-155.99515029098475	-184.16514591670438	28.169995625719622	6.09512440519211e-14	2.2004059224520252e-13
AL512622.1	-384.1225153322803	-363.6249122220006	-20.49760311027967	1.0	1.0
NKX6-2	-23642.79994771801	-25135.174672961006	1492.3747252429966	0.0	0.0
PRAP1	-212.26782485822858	-195.28984010176967	-16.97798475645891	1.0	1.0
PGGHG	-2047.9497236274751	-1789.069055699783	-258.88066792769223	1.0	1.0
IFITM2	-8805.333272853073	-8098.106515264632	-707.2267575884407	1.0	1.0
IFITM3	-30325.96444456046	-31101.133990976374	775.1695464159129	0.0	0.0
TH	-390.9135508876658	-351.2642044056857	-39.6493464819801	1.0	1.0
KCNQ1OT1	-24518.314001348655	-25206.78522934264	688.4712279939849	0.0	0.0
CDKN1C	-20267.54206635858	-22279.04795465572	2011.5058882971425	0.0	0.0
RHOG	-12840.944770341568	-13659.237065184876	818.2922948433079	0.0	0.0
TRIM21	-1037.0340221162367	-920.1185967774909	-116.91542533874576	1.0	1.0
HBB	-18675.318136674254	-18879.625563920912	204.30742724665834	0.0	0.0
TRIM34	-1156.8757811851574	-1086.4225101835975	-70.45327100155987	1.0	1.0
DNHD1	-3614.5557588917536	-3068.610113953752	-545.9456449380018	1.0	1.0
PPFIBP2	-5094.89713532589	-4268.802946600828	-826.0941887250619	1.0	1.0
CYB5R2	-4626.288568851488	-4112.9574704433535	-513.3310984081345	1.0	1.0
TMEM9B-AS1	-874.5951070920822	-813.9092289250821	-60.68587816700017	1.0	1.0
WEE1	-1049.5363317782296	-894.3769277174964	-155.1594040607332	1.0	1.0
ADM	-7356.068639740436	-6354.264143150526	-1001.8044965899098	1.0	1.0
AMPD3	-7394.697814227351	-83982766.44266374	83975371.74484952	0.0	0.0
LINC00958	-855.1605269287711	-778.3052291636532	-76.85529776511794	1.0	1.0
RASSF10	-734.7192348645838	-658.7796398002876	-75.93959506429621	1.0	1.0
PLEKHA7	-2331.8711892672436	-2004.7918998308455	-327.0792894363981	1.0	1.0
USH1C	-4530.296617412678	-4036.9201396650105	-493.3764777476672	1.0	1.0
TPH1	-557.3804002425044	-497.33070761775133	-60.04969262475305	1.0	1.0
BDNF-AS	-6349.407590378885	-5345.911879541715	-1003.49571083717	1.0	1.0
AC131571.1	-1195.8477967173976	-1026.1273521602861	-169.72044455711148	1.0	1.0
PAX6	-11752.012314936528	-11411.291060526037	-340.7212544104914	1.0	1.0
PAUPAR	-697.406317781693	-668.0971630472342	-29.309154734458843	1.0	1.0
PRRG4	-1273.4903959279945	-1170.345897280895	-103.14449864709945	1.0	1.0
DEPDC7	-1042.2467344166669	-881.7407517376103	-160.50598267905661	1.0	1.0
C11orf91	-699.5951683862639	-634.2622533065262	-65.33291507973775	1.0	1.0
LMO2	-5789.88771839242	-6141.505354052923	351.61763566050377	0.0	0.0
CD44	-10104.063923860358	-10612.56951154469	508.50558768433257	0.0	0.0
PRR5L	-4233.689293357737	-3781.323848582327	-452.3654447754102	1.0	1.0
C11orf96	-9834.819168028955	-9901.001734717198	66.18256668824324	0.0	0.0
CD82	-8889.580859143167	-8846.806504393257	-42.774354749910344	1.0	1.0
FOLH1	-8520.744830247182	-9006.143393656374	485.3985634091914	0.0	0.0
APLNR	-15614.043072863715	-15745.844445490404	131.80137262668904	0.0	0.0
LPXN	-3337.382877861277	-3047.259330846242	-290.123547015035	1.0	1.0
FAM111A	-3581.337634703325	-3207.8859119656604	-373.45172273766457	1.0	1.0
MPEG1	-1734.2244867755978	-1615.5877795218798	-118.63670725371799	1.0	1.0
MS4A7	-2036.3910009883086	-1862.4055111496684	-173.9854898386402	1.0	1.0
AP003721.1	-743.2754585781105	-655.9419972927898	-87.33346128532071	1.0	1.0
MYRF	-30755.86237324112	-35079.87612295267	4324.01374971155	0.0	0.0
FTH1	-140207.5098099851	-135318.95745433067	-4888.552355654421	1.0	1.0
AHNAK	-33143.12443446994	-33377.130380820636	234.00594635069865	0.0	0.0
AP001363.2	-545.1957620928719	-498.4333321191779	-46.76242997369394	1.0	1.0
ROM1	-8379.643586005102	-7174.661390371554	-1204.9821956335481	1.0	1.0
PLAAT4	-8764.722994557878	-7660.540429251977	-1104.1825653059013	1.0	1.0
PLAAT3	-42010.32217646182	-37850.59358275732	-4159.728593704502	1.0	1.0
NEAT1	-66154.35427515388	-58242.07920801272	-7912.275067141156	1.0	1.0
SSSCA1-AS1	-842.1687864080527	-779.280180723839	-62.88860568421376	1.0	1.0
MAP3K11	-11828.324654817725	-10144.797281508188	-1683.5273733095364	1.0	1.0
AP001107.5	-287.10683067431313	-353.00714351997107	65.90031284565794	0.0	0.0
CARNS1	-32275.53737374554	-37388.6455419288	5113.108168183262	0.0	0.0
CABP4	-385.6557396348287	-345.20775829276505	-40.447981342063656	1.0	1.0
KMT5B	-14462.911749984576	-14264.408713699515	-198.50303628506117	1.0	1.0
CCND1	-13907.512201461615	-11760.471448540444	-2147.0407529211716	1.0	1.0
PLEKHB1	-77578.11773803657	-83038.69485400632	5460.577115969747	0.0	0.0
UCP2	-2425.4772125382	-2124.6692608040516	-300.80795173414845	1.0	1.0
SLCO2B1	-8245.62880091898	-8371.695896916746	126.06709599776696	0.0	0.0
SERPINH1	-9486.411449181678	-8173.832065385293	-1312.5793837963847	1.0	1.0
WNT11	-212.91847538642222	-203.49893385211067	-9.419541534311549	1.0	1.0
KCTD14	-1007.7200582946059	-938.5540027375694	-69.16605555703654	1.0	1.0
GAB2	-14319.897531763863	-15268.005361033016	948.1078292691527	0.0	0.0
AP000873.2	-1918.3668374271897	-1777.131423736445	-141.23541369074474	1.0	1.0
PCF11-AS1	-898.8620923231621	-779.475178687344	-119.38691363581802	1.0	1.0
CCDC81	-215.46898052881116	-206.25335326316045	-9.21562726565071	1.0	1.0
NOX4	-559.8018922464026	-502.21748328906386	-57.58440895733878	1.0	1.0
MAML2	-5054.615396504157	-5000.069415669442	-54.54598083471501	1.0	1.0
CCDC82	-23454.875014263853	-23945.758764717568	490.88375045371504	0.0	0.0
ARHGAP42	-4716.812664874814	-4247.8633964195915	-468.9492684552224	1.0	1.0
YAP1	-9351.843685926713	-8759.55248187071	-592.2912040560022	1.0	1.0
TMEM123	-20649.743738264	-20967.870794238916	318.1270559749173	0.0	0.0
AP001830.1	-2171.567744064177	-1992.717802122332	-178.84994194184515	1.0	1.0
CASP4	-1439.1270666737703	-1280.4724466293246	-158.65462004444566	1.0	1.0
CASP1	-2202.172441098371	-1999.7354013782754	-202.43703972009575	1.0	1.0
CWF19L2	-22491.129280358848	-22790.368143176907	299.2388628180597	0.0	0.0
ATM	-12679.701074510733	-13188.410536045838	508.7094615351052	0.0	0.0
RDX	-59079.84443382526	-61463.306780045095	2383.462346219836	0.0	0.0
LAYN	-4720.845642344143	-4974.896020262433	254.05037791829	0.0	0.0
CRYAB	-90172.78553914685	-95409.70013300148	5236.914593854628	0.0	0.0
IL18	-1609.0791384262398	-1398.8990898174472	-210.1800486087925	1.0	1.0
HTR3A	-724.1051066801854	-682.1881527675666	-41.91695391261874	1.0	1.0
TAGLN	-7264.163981317519	-7358.677708436676	94.51372711915701	0.0	0.0
TTC36	-711.8329937384372	-642.3657240079709	-69.46726973046623	1.0	1.0
PHLDB1	-26429.491956645044	-28056.127147937277	1626.6351912922328	0.0	0.0
AP004609.3	-5153.818507596507	-4414.675628788036	-739.1428788084704	1.0	1.0
CCDC153	-710.1348135595545	-656.5487774074064	-53.58603615214804	1.0	1.0
MCAM	-15140.632494542331	-15852.648680221342	712.016185679011	0.0	0.0
AP001977.1	-390.04833783557297	-355.5129053652374	-34.53543247033559	1.0	1.0
AP000926.2	-546.5446003226955	-519.0688666435412	-27.475733679154246	1.0	1.0
CCDC15-DT	-736.899189144876	-664.6157234420614	-72.28346570281462	1.0	1.0
CCDC15	-1445.66696833866	-806053542428.7898	806053540983.1228	0.0	0.0
FAM118B	-4438.380955509012	-4028.888285146951	-409.49267036206084	1.0	1.0
BARX2	-383.55812670374644	-353.015747738416	-30.542378965330442	1.0	1.0
NTM-AS1	-2549.5632829252827	-2323.766141730159	-225.7971411951239	1.0	1.0
JAM3	-21464.24703698312	-23214.67463143282	1750.4275944496985	0.0	0.0
LINC02714	-2810.771324264556	-2660.420787291454	-150.35053697310195	1.0	1.0
AC007406.4	-984.0373193374282	-915.339068172252	-68.6982511651762	1.0	1.0
KDM5A	-19741.587529121352	-20212.80783123598	471.220302114627	0.0	0.0
NINJ2	-6722.603230943803	-5841.068855046123	-881.5343758976805	1.0	1.0
WNK1	-87713.3073178545	-78920.17884843808	-8793.12846941642	1.0	1.0
LINC00940	-390.5225205397892	-336.50008227282973	-54.022438266959455	1.0	1.0
VWF	-9694.050708167688	-9833.580393140533	139.52968497284564	0.0	0.0
CD9	-26965.287948298537	-27290.597385120407	325.3094368218699	0.0	0.0
AC125494.2	-388.0305059841592	-362.8170138725344	-25.213492111624817	1.0	1.0
PTPN6	-1475.7644302042004	-1282.4094818598971	-193.35494834430324	1.0	1.0
C3AR1	-2493.806132234737	-2264.79580651289	-229.01032572184704	1.0	1.0
CLEC4A	-881.7586727871361	-789.2335136621796	-92.52515912495653	1.0	1.0
AC092111.1	-2851.5363831385794	-2635.284430407421	-216.25195273115833	1.0	1.0
A2M	-33643.93842412408	-34776.54352986161	1132.6051057375298	0.0	0.0
AC010175.1	-34946063435.93887	-215.0787414700176	-34946063220.86013	1.0	1.0
CLEC2D	-3706.0901394560915	-3203.3356491777254	-502.7544902783661	1.0	1.0
LINC02470	-705.2063899018142	-639.0724318810554	-66.13395802075877	1.0	1.0
CLEC9A	-1467.22649840681	-1365.2728096881294	-101.9536887186805	1.0	1.0
CLEC7A	-1347.1710112161013	-1159.8573988156325	-187.31361240046886	1.0	1.0
OLR1	-9166.513682874447	-9177.69438515653	11.180702282083075	2.2586776109445594e-06	8.009495074271487e-06
PRH1	-2743.4691199257013	-2460.3417429461038	-283.12737697959756	1.0	1.0
TAS2R13	-703.9500519627236	-625.4476347068594	-78.5024172558642	1.0	1.0
TAS2R30	-381.21925750837386	-343.3373843729328	-37.88187313544108	1.0	1.0
APOLD1	-28289.44199351317	-28290.795632855385	1.353639342214592	0.09989126217321598	0.3511116420851177
GPRC5D-AS1	-388.21132723233376	-355.13892697283325	-33.07240025950051	1.0	1.0
EMP1	-6863.921683777262	-5872.567433845824	-991.3542499314381	1.0	1.0
PLBD1-AS1	-551.9123416213857	-520.76077146317	-31.15157015821569	1.0	1.0
SLCO1A2	-39164.659453480934	-43528.84016171972	4364.1807082387895	0.0	0.0
SPX	-16624.18946678035	-14261.037311332486	-2363.152155447864	1.0	1.0
AC053513.1	-2012.6774402124656	-1752.5665387701586	-260.11090144230707	1.0	1.0
RASSF8	-16920.344294363833	-14510.298083419653	-2410.0462109441796	1.0	1.0
SSPN	-19080.94665814533	-19127.308353604243	46.361695458912436	0.0	0.0
ITPR2	-21236.633587293465	-21309.969931243388	73.3363439499226	0.0	0.0
INTS13	-6906.551393801707	-7205.0040984698735	298.4527046681669	0.0	0.0
AC026356.2	-1703.9435594682045	-1519.7380110369072	-184.2055484312973	1.0	1.0
ZCRB1	-42960.13997565125	-43647.123198413785	686.9832227625375	0.0	0.0
DBX2	-2264.0551431015083	-1991.5065983153568	-272.5485447861515	1.0	1.0
AC025031.3	-559.9540190411929	-507.8316684802656	-52.12235056092726	1.0	1.0
TUBA1C	-1869.113003619748	-1733.0243608179871	-136.0886428017609	1.0	1.0
BCDIN3D-AS1	-1213.384857782456	-1059.9486587896388	-153.43619899281725	1.0	1.0
LINC02395	-260.16396645171375	-344.63066874675195	84.4667022950382	0.0	0.0
AC074032.1	-2532.28166662424	-2193.479666062091	-338.80200056214926	1.0	1.0
LIMA1	-8844.250208014822	-8078.910585649523	-765.3396223652999	1.0	1.0
AC008147.2	-395.76814697163667	-374.16083845160273	-21.60730852003394	1.0	1.0
DIP2B	-22234.388677416035	-22767.802281454246	533.4136040382109	0.0	0.0
METTL7A	-47778.463419680986	-48987.66069717377	1209.1972774927854	0.0	0.0
GALNT6	-7412.113207646065	-6271.107879981517	-1141.0053276645485	1.0	1.0
NR4A1	-51045.7977600231	-50662.18397907037	-383.6137809527354	1.0	1.0
KRT8	-536.2338282218458	-500.41033386030944	-35.82349436153635	1.0	1.0
AC068888.1	-7580.0118924213875	-8079.7029518064755	499.691059385088	0.0	0.0
ITGB7	-693.0123256256805	-649.4960872440587	-43.51623838162186	1.0	1.0
AC073611.1	-215.13199029289214	-201.79822427062658	-13.333766022265564	1.0	1.0
SP1	-6149.806191514512	-6286.112845592514	136.30665407800188	0.0	0.0
CDK2	-1028.8680325073808	-895.642807758703	-133.22522474867776	1.0	1.0
ERBB3	-19093.33298477673	-20000.13139540917	906.7984106324402	0.0	0.0
NEMP1	-2709.659698254209	-2449.623918139696	-260.0357801145133	1.0	1.0
GLI1	-217.85951439527093	-194.5855460415604	-23.27396835371053	1.0	1.0
EEF1AKMT3	-856.2808496525164	-771.217482341125	-85.0633673113914	1.0	1.0
AVPR1A	-704.0110923804717	-641.8022278134231	-62.208864567048636	1.0	1.0
SRGAP1	-8569.071765277537	-8481.853516334502	-87.21824894303427	1.0	1.0
LLPH	-14793.92968601198	-15000.873235577033	206.94354956505413	0.0	0.0
IRAK3	-2601.431261189689	-2255.035499590882	-346.395761598807	1.0	1.0
CPM	-7891.436953115738	-8466.722794294585	575.2858411788466	0.0	0.0
LYZ	-1439.536665472761	-1265.2137127170895	-174.3229527556714	1.0	1.0
AC025159.1	-3235.7533298152116	-2774.942655068198	-460.81067474701376	1.0	1.0
AC092881.2	-542.9919016016646	-500.4032096840608	-42.588691917603796	1.0	1.0
ZFC3H1	-20035.868119862058	-20276.931363509528	241.0632436474698	0.0	0.0
GLIPR1L2	-6549.424325387418	-5887.3543402182595	-662.0699851691588	1.0	1.0
AC121761.1	-398.3096168582395	-354.65271590363784	-43.65690095460167	1.0	1.0
PHLDA1	-13029.10087452882	-54.93157874864701	-12974.169295780173	1.0	1.0
SYT1	-134142.9505717692	-148406.3360258576	14263.385454088391	0.0	0.0
PPP1R12A-AS1	-1173.9503096158878	-1076.9593490455704	-96.99096057031738	1.0	1.0
AC069228.1	-727.045869278759	-625.3629339428014	-101.68293533595761	1.0	1.0
METTL25	-6120.227785706866	-5523.851557235426	-596.3762284714394	1.0	1.0
CEP290	-43210.045094128865	-42604.654381888875	-605.3907122399905	1.0	1.0
DCN	-15145.721682689478	-15493.630932880907	347.90925019142924	0.0	0.0
CEP83	-8843.177366969023	-8577.01125812153	-266.16610884749207	1.0	1.0
TMCC3	-10321.249833449123	-8479.847823071184	-1841.4020103779385	1.0	1.0
SLC17A8	-730.003341601727	-656.5909169018955	-73.41242469983149	1.0	1.0
DRAM1	-1739.6359078244795	-1535.1175192791184	-204.51838854536118	1.0	1.0
ASCL1	-13651.51853696103	-13900.86155492113	249.34301796010004	0.0	0.0
AC025265.1	-392.51054811088335	-348.6169609030854	-43.893587207797964	1.0	1.0
WASHC4	-13686.485260210327	-13869.306392604482	182.82113239415412	0.0	0.0
TCP11L2	-2044.3039787666748	-1752.39838151069	-291.90559725598496	1.0	1.0
RFX4	-12044.320985633643	-10192.349793437124	-1851.971192196519	1.0	1.0
TMEM119	-2309.739685617077	-1959.3058419915023	-350.4338436255748	1.0	1.0
SELPLG	-4249.326638508031	-3828.8773309140065	-420.44930759402405	1.0	1.0
FAM222A	-8382.68505501326	-9212.71135765674	830.0263026434804	0.0	0.0
GLTP	-16747.461116119077	-17578.87522387704	831.4141077579625	0.0	0.0
TCHP	-8118.884995313626	-8187.8790270723875	68.9940317587616	0.0	0.0
HVCN1	-5477.390224731605	-4818.569767245729	-658.8204574858755	1.0	1.0
LINC02356	-381.57994368216936	-343.3479678719942	-38.231975810175186	1.0	1.0
OAS3	-1922.8236833243523	-1648.1427801439177	-274.6809031804346	1.0	1.0
OAS2	-2016.118860254812	-1763.0643182915692	-253.05454196324285	1.0	1.0
IQCD	-1481.5060288869154	-1335.7868976716165	-145.71913121529883	1.0	1.0
TPCN1	-14106.861987470927	-14416.544993513293	309.6830060423654	0.0	0.0
SDS	-3670.472055846317	-3707.6966746828907	37.22461883657388	0.0	0.0
NOS1	-4448.987865784541	-3969.661289233232	-479.32657655130924	1.0	1.0
AC026367.3	-1614.2569997147211	-1509.5856555353878	-104.67134417933335	1.0	1.0
HSPB8	-31576.82429097733	-31857.265679014476	280.4413880371467	0.0	0.0
AC002070.1	-552.4382470659068	-505.93706577192074	-46.501181293986065	1.0	1.0
PXN	-5187.737345657804	-5288.4967124424065	100.75936678460221	0.0	0.0
P2RX7	-16233.76763219963	-15099.75304224368	-1134.0145899559502	1.0	1.0
AC084018.2	-212.4940615077258	-207.2045900908224	-5.28947141690341	1.0	1.0
HCAR1	-387.66943108444684	-364.0071006399544	-23.662330444492454	1.0	1.0
CDK2AP1	-59017.373225504176	-53749.041368820224	-5268.331856683952	1.0	1.0
AC145423.2	-837.4380879100065	-791.7613264016217	-45.67676150838486	1.0	1.0
LINC02359	-381.40395495184583	-367.994131359315	-13.409823592530813	1.0	1.0
LINC02418	-524.6434925682763	-496.3547746595624	-28.28871790871392	1.0	1.0
AC131009.3	-531.8111646004668	-490.0445608531871	-41.7666037472797	1.0	1.0
LINC02361	-564.8352870865167	-499.78928088071166	-65.04600620580504	1.0	1.0
LINC00327	-395.5101585781058	-376.4557362922786	-19.05442228582723	1.0	1.0
SPATA13	-10173.660506787328	-10022.472782654122	-151.18772413320585	1.0	1.0
PARP4	-5611.9248951855	-4945.99837443132	-665.9265207541794	1.0	1.0
AMER2	-54308.81361905097	-51186.58367808447	-3122.2299409664993	1.0	1.0
LINC00463	-722.9940582165902	-664.8046205297011	-58.189437686889164	1.0	1.0
SHISA2	-723.8383647225075	-634.2489111098763	-89.58945361263125	1.0	1.0
FLT1	-12681.394950313319	-13013.09933858389	331.70438827057114	0.0	0.0
ALOX5AP	-3199.0954091574895	-2884.4065899201278	-314.6888192373617	1.0	1.0
MEDAG	-854.0725743152085	-806.8837723056059	-47.18880200960257	1.0	1.0
